"","ID","IND_ID","Y","Yrecap","Sec_cap","Sec_recap","St_Size","End_Size","Period","Interval","St_Date","St_Month","St_Year","End_Date","End_Month","End_Year"
"8097",667,"a0982000407050060  ",-1,1,5,4,126,128,11,58,17424,9,2017,17482,11,2017
"8115",685,"a0982000407050246  ",-2,1,9,7,155,157,11,56,17426,9,2017,17482,11,2017
"8126",696,"a0982000407050353  ",1,1,6,7,160,165,11,58,17424,9,2017,17482,11,2017
"8135",705,"a0982000407050674  ",NA,0,9,NA,166,NA,11,NA,17426,9,2017,NA,NA,NA
"8136",706,"a0982000407050678  ",NA,0,7,NA,118,NA,11,NA,17426,9,2017,NA,NA,NA
"8142",712,"a0982000407050918  ",NA,0,17,NA,154,NA,11,NA,17426,9,2017,NA,NA,NA
"8143",713,"a0982000407063248  ",0,1,7,7,151,159,11,56,17426,9,2017,17482,11,2017
"8146",716,"a0982000407063262  ",NA,0,9,NA,141,NA,11,NA,17426,9,2017,NA,NA,NA
"8165",735,"a0982000407069458  ",NA,0,15,NA,146,NA,11,NA,17426,9,2017,NA,NA,NA
"8170",740,"a0982000407069599  ",NA,0,9,NA,157,NA,11,NA,17426,9,2017,NA,NA,NA
"8173",743,"a0982000407069641  ",4,1,22,26,134,125,11,57,17428,9,2017,17485,11,2017
"8174",1,"a0900043000125121  ",NA,0,18,NA,111,NA,12,NA,17480,11,2017,NA,NA,NA
"8182",9,"a0900043000134410  ",NA,0,23,NA,102,NA,12,NA,17484,11,2017,NA,NA,NA
"8183",10,"a0900043000134440  ",NA,0,23,NA,105,NA,12,NA,17484,11,2017,NA,NA,NA
"8184",11,"a0900043000134607  ",NA,0,7,NA,113,NA,12,NA,17482,11,2017,NA,NA,NA
"8185",12,"a0900043000134610  ",NA,0,7,NA,93,NA,12,NA,17482,11,2017,NA,NA,NA
"8186",13,"a0900043000134633  ",NA,0,7,NA,112,NA,12,NA,17482,11,2017,NA,NA,NA
"8187",14,"a0900043000134641  ",0,1,8,8,58,61,12,70,17482,11,2017,17552,1,2018
"8188",15,"a0900043000134652  ",NA,0,17,NA,72,NA,12,NA,17480,11,2017,NA,NA,NA
"8189",16,"a0900043000134663  ",NA,0,8,NA,66,NA,12,NA,17482,11,2017,NA,NA,NA
"8190",17,"a0900043000134670  ",NA,0,10,NA,65,NA,12,NA,17482,11,2017,NA,NA,NA
"8191",18,"a0900043000134672  ",0,1,19,19,76,76,12,70,17480,11,2017,17550,1,2018
"8192",19,"a0900043000134687  ",0,1,9,9,105,105,12,70,17482,11,2017,17552,1,2018
"8193",20,"a0900043000134705  ",NA,0,10,NA,114,NA,12,NA,17482,11,2017,NA,NA,NA
"8194",21,"a0900043000134722  ",NA,0,19,NA,72,NA,12,NA,17480,11,2017,NA,NA,NA
"8195",22,"a0900043000134725  ",NA,0,15,NA,107,NA,12,NA,17480,11,2017,NA,NA,NA
"8196",23,"a0900043000134734  ",NA,0,17,NA,93,NA,12,NA,17480,11,2017,NA,NA,NA
"8197",24,"a0900043000134736  ",1,1,4,5,123,124,12,70,17482,11,2017,17552,1,2018
"8198",25,"a0900043000134741  ",NA,0,7,NA,107,NA,12,NA,17482,11,2017,NA,NA,NA
"8199",26,"a0900043000134749  ",0,1,7,7,117,115,12,70,17482,11,2017,17552,1,2018
"8200",27,"a0900043000134754  ",0,1,17,17,72,73,12,70,17480,11,2017,17550,1,2018
"8201",28,"a0900043000134759  ",NA,0,5,NA,102,NA,12,NA,17482,11,2017,NA,NA,NA
"8202",29,"a0900043000134765  ",NA,0,5,NA,107,NA,12,NA,17482,11,2017,NA,NA,NA
"8203",30,"a0900043000134774  ",0,1,4,4,90,89,12,70,17482,11,2017,17552,1,2018
"8204",31,"a0900043000134784  ",NA,0,17,NA,63,NA,12,NA,17480,11,2017,NA,NA,NA
"8216",43,"a0900043000135197  ",NA,0,4,NA,107,NA,12,NA,17482,11,2017,NA,NA,NA
"8226",53,"a0900043000135286  ",0,1,20,20,133,129,12,66,17484,11,2017,17550,1,2018
"8235",62,"a0900043000135363  ",NA,0,14,NA,132,NA,12,NA,17480,11,2017,NA,NA,NA
"8250",77,"a0900043000135574  ",NA,0,11,NA,138,NA,12,NA,17482,11,2017,NA,NA,NA
"8253",80,"a0900043000135596  ",2,1,12,14,133,136,12,68,17482,11,2017,17550,1,2018
"8256",83,"a0900043000135631  ",0,1,15,15,75,76,12,70,17480,11,2017,17550,1,2018
"8268",95,"a0900043000135777  ",2,1,14,16,103,108,12,70,17480,11,2017,17550,1,2018
"8270",97,"a0900043000135789  ",NA,0,4,NA,104,NA,12,NA,17482,11,2017,NA,NA,NA
"8271",98,"a0900043000135790  ",NA,0,4,NA,91,NA,12,NA,17482,11,2017,NA,NA,NA
"8281",108,"a0900043000135977  ",NA,0,18,NA,112,NA,12,NA,17480,11,2017,NA,NA,NA
"8334",161,"a0900067000080081  ",NA,0,7,NA,151,NA,12,NA,17482,11,2017,NA,NA,NA
"8336",163,"a0900067000080093  ",NA,0,7,NA,170,NA,12,NA,17482,11,2017,NA,NA,NA
"8341",168,"a0900067000080111  ",0,1,7,7,150,150,12,70,17482,11,2017,17552,1,2018
"8392",219,"a0900067000121787  ",0,1,18,18,105,110,12,70,17480,11,2017,17550,1,2018
"8406",233,"a0900067000121848  ",-3,1,12,9,93,97,12,70,17482,11,2017,17552,1,2018
"8410",237,"a0900067000121859  ",NA,0,23,NA,125,NA,12,NA,17484,11,2017,NA,NA,NA
"8412",239,"a0900067000121867  ",NA,0,14,NA,115,NA,12,NA,17480,11,2017,NA,NA,NA
"8416",243,"a0900067000121880  ",NA,0,11,NA,126,NA,12,NA,17482,11,2017,NA,NA,NA
"8420",247,"a0900067000121906  ",NA,0,14,NA,113,NA,12,NA,17480,11,2017,NA,NA,NA
"8433",260,"a0900067000122004  ",NA,0,20,NA,118,NA,12,NA,17484,11,2017,NA,NA,NA
"8435",262,"a0900067000122011  ",NA,0,17,NA,104,NA,12,NA,17480,11,2017,NA,NA,NA
"8461",288,"a0900067000122196  ",NA,0,24,NA,111,NA,12,NA,17485,11,2017,NA,NA,NA
"8468",295,"a0900067000122218  ",NA,0,4,NA,118,NA,12,NA,17482,11,2017,NA,NA,NA
"8474",301,"a0900067000122239  ",NA,0,4,NA,117,NA,12,NA,17482,11,2017,NA,NA,NA
"8482",309,"a0900067000122262  ",NA,0,4,NA,108,NA,12,NA,17482,11,2017,NA,NA,NA
"8485",312,"a0900067000122269  ",NA,0,7,NA,112,NA,12,NA,17482,11,2017,NA,NA,NA
"8488",315,"a0900067000122273  ",-1,1,17,16,107,106,12,70,17480,11,2017,17550,1,2018
"8491",318,"a0900067000122282  ",NA,0,18,NA,128,NA,12,NA,17480,11,2017,NA,NA,NA
"8501",328,"a0900067000122320  ",NA,0,20,NA,148,NA,12,NA,17484,11,2017,NA,NA,NA
"8513",340,"a0900067000122357  ",NA,0,7,NA,103,NA,12,NA,17482,11,2017,NA,NA,NA
"8515",342,"a0900067000122358  ",NA,0,20,NA,124,NA,12,NA,17484,11,2017,NA,NA,NA
"8523",350,"a0900067000122379  ",NA,0,18,NA,111,NA,12,NA,17480,11,2017,NA,NA,NA
"8524",351,"a0900067000122380  ",NA,0,4,NA,103,NA,12,NA,17482,11,2017,NA,NA,NA
"8539",366,"a0900067000122418  ",NA,0,20,NA,114,NA,12,NA,17484,11,2017,NA,NA,NA
"8545",372,"a0900067000122440  ",NA,0,7,NA,136,NA,12,NA,17482,11,2017,NA,NA,NA
"8556",383,"a0900067000122475  ",NA,0,7,NA,125,NA,12,NA,17482,11,2017,NA,NA,NA
"8557",384,"a0900067000122477  ",NA,0,7,NA,121,NA,12,NA,17482,11,2017,NA,NA,NA
"8560",387,"a0900067000122490  ",0,1,7,7,102,96,12,70,17482,11,2017,17552,1,2018
"8565",392,"a0900067000122501  ",0,1,6,6,118,117,12,70,17482,11,2017,17552,1,2018
"8575",402,"a0900067000122534  ",NA,0,4,NA,121,NA,12,NA,17482,11,2017,NA,NA,NA
"8589",416,"a0900067000122619  ",NA,0,7,NA,133,NA,12,NA,17482,11,2017,NA,NA,NA
"8598",425,"a0900067000122659  ",NA,0,23,NA,108,NA,12,NA,17484,11,2017,NA,NA,NA
"8604",431,"a0900067000122678  ",0,1,23,23,114,110,12,71,17484,11,2017,17555,1,2018
"8617",444,"a0900067000125068  ",NA,0,9,NA,101,NA,12,NA,17482,11,2017,NA,NA,NA
"8622",449,"a0900067000125085  ",NA,0,19,NA,97,NA,12,NA,17480,11,2017,NA,NA,NA
"8627",454,"a0900067000125130  ",NA,0,14,NA,114,NA,12,NA,17480,11,2017,NA,NA,NA
"8628",455,"a0900067000125133  ",NA,0,14,NA,128,NA,12,NA,17480,11,2017,NA,NA,NA
"8630",457,"a0900067000125147  ",0,1,23,23,112,111,12,71,17484,11,2017,17555,1,2018
"8640",467,"a0900067000125299  ",NA,0,7,NA,95,NA,12,NA,17482,11,2017,NA,NA,NA
"8646",473,"a0900067000125320  ",-1,1,17,16,126,129,12,70,17480,11,2017,17550,1,2018
"8676",503,"a0900067000125594  ",NA,0,24,NA,130,NA,12,NA,17485,11,2017,NA,NA,NA
"8724",551,"a0900067000125752  ",2,1,4,6,105,101,12,70,17482,11,2017,17552,1,2018
"8725",552,"a0900067000125755  ",NA,0,12,NA,112,NA,12,NA,17482,11,2017,NA,NA,NA
"8726",553,"a0900067000125759  ",NA,0,7,NA,135,NA,12,NA,17482,11,2017,NA,NA,NA
"8733",560,"a0900067000125824  ",NA,0,15,NA,94,NA,12,NA,17480,11,2017,NA,NA,NA
"8736",563,"a0900067000125885  ",NA,0,4,NA,130,NA,12,NA,17482,11,2017,NA,NA,NA
"8739",566,"a0900067000125890  ",NA,0,6,NA,108,NA,12,NA,17482,11,2017,NA,NA,NA
"8744",571,"a0900067000125894  ",0,1,4,4,102,104,12,70,17482,11,2017,17552,1,2018
"8745",572,"a0900067000125901  ",NA,0,6,NA,111,NA,12,NA,17482,11,2017,NA,NA,NA
"8753",580,"a0900067000125927  ",NA,0,7,NA,121,NA,12,NA,17482,11,2017,NA,NA,NA
"8767",594,"a0900067000125955  ",-7,1,26,19,100,102,12,65,17485,11,2017,17550,1,2018
"8768",595,"a0900067000125958  ",NA,0,6,NA,142,NA,12,NA,17482,11,2017,NA,NA,NA
"8770",597,"a0900067000125971  ",0,1,4,4,104,101,12,70,17482,11,2017,17552,1,2018
"8781",608,"a0982000403060160  ",NA,0,7,NA,155,NA,12,NA,17482,11,2017,NA,NA,NA
"8817",644,"a0982000403060394  ",0,1,4,4,130,130,12,70,17482,11,2017,17552,1,2018
"8822",649,"a0982000403060415  ",NA,0,7,NA,147,NA,12,NA,17482,11,2017,NA,NA,NA
"8839",666,"a0982000407050046  ",NA,0,23,NA,157,NA,12,NA,17484,11,2017,NA,NA,NA
"8840",667,"a0982000407050060  ",NA,0,4,NA,128,NA,12,NA,17482,11,2017,NA,NA,NA
"8858",685,"a0982000407050246  ",0,1,7,7,157,153,12,70,17482,11,2017,17552,1,2018
"8869",696,"a0982000407050353  ",0,1,7,7,165,163,12,70,17482,11,2017,17552,1,2018
"8871",698,"a0982000407050602  ",0,1,21,21,141,139,12,71,17484,11,2017,17555,1,2018
"8886",713,"a0982000407063248  ",0,1,7,7,159,157,12,70,17482,11,2017,17552,1,2018
"8916",743,"a0982000407069641  ",-3,1,26,23,125,134,12,70,17485,11,2017,17555,1,2018
"8918",2,"a0900043000133996  ",NA,0,7,NA,116,NA,13,NA,17552,1,2018,NA,NA,NA
"8919",3,"a0900043000134000  ",NA,0,14,NA,83,NA,13,NA,17550,1,2018,NA,NA,NA
"8920",4,"a0900043000134017  ",NA,0,14,NA,109,NA,13,NA,17550,1,2018,NA,NA,NA
"8921",5,"a0900043000134043  ",NA,0,7,NA,103,NA,13,NA,17552,1,2018,NA,NA,NA
"8922",6,"a0900043000134160  ",NA,0,11,NA,61,NA,13,NA,17552,1,2018,NA,NA,NA
"8923",7,"a0900043000134181  ",1,1,12,13,103,105,13,51,17552,1,2018,17603,3,2018
"8924",8,"a0900043000134185  ",NA,0,14,NA,82,NA,13,NA,17550,1,2018,NA,NA,NA
"8930",14,"a0900043000134641  ",0,1,8,8,61,64,13,51,17552,1,2018,17603,3,2018
"8934",18,"a0900043000134672  ",NA,0,19,NA,76,NA,13,NA,17550,1,2018,NA,NA,NA
"8935",19,"a0900043000134687  ",NA,0,9,NA,105,NA,13,NA,17552,1,2018,NA,NA,NA
"8940",24,"a0900043000134736  ",0,1,5,5,124,125,13,53,17552,1,2018,17605,3,2018
"8942",26,"a0900043000134749  ",0,1,7,7,115,117,13,53,17552,1,2018,17605,3,2018
"8943",27,"a0900043000134754  ",0,1,17,17,73,76,13,54,17550,1,2018,17604,3,2018
"8946",30,"a0900043000134774  ",0,1,4,4,89,88,13,53,17552,1,2018,17605,3,2018
"8948",32,"a0900043000134904  ",0,1,22,22,119,120,13,49,17555,1,2018,17604,3,2018
"8958",42,"a0900043000135189  ",-6,1,18,12,132,134,13,53,17550,1,2018,17603,3,2018
"8964",48,"a0900043000135232  ",0,1,14,14,129,131,13,54,17550,1,2018,17604,3,2018
"8965",49,"a0900043000135233  ",NA,0,6,NA,108,NA,13,NA,17552,1,2018,NA,NA,NA
"8967",51,"a0900043000135252  ",1,1,22,23,113,115,13,49,17555,1,2018,17604,3,2018
"8969",53,"a0900043000135286  ",NA,0,20,NA,129,NA,13,NA,17550,1,2018,NA,NA,NA
"8977",61,"a0900043000135348  ",NA,0,14,NA,141,NA,13,NA,17550,1,2018,NA,NA,NA
"8996",80,"a0900043000135596  ",0,1,14,14,136,136,13,54,17550,1,2018,17604,3,2018
"8999",83,"a0900043000135631  ",NA,0,15,NA,76,NA,13,NA,17550,1,2018,NA,NA,NA
"9005",89,"a0900043000135728  ",NA,0,7,NA,85,NA,13,NA,17552,1,2018,NA,NA,NA
"9010",94,"a0900043000135770  ",-1,1,5,4,79,85,13,53,17552,1,2018,17605,3,2018
"9011",95,"a0900043000135777  ",NA,0,16,NA,108,NA,13,NA,17550,1,2018,NA,NA,NA
"9015",99,"a0900043000135828  ",0,1,13,13,68,70,13,51,17552,1,2018,17603,3,2018
"9084",168,"a0900067000080111  ",NA,0,7,NA,150,NA,13,NA,17552,1,2018,NA,NA,NA
"9135",219,"a0900067000121787  ",0,1,18,18,110,108,13,54,17550,1,2018,17604,3,2018
"9141",225,"a0900067000121813  ",NA,0,7,NA,114,NA,13,NA,17552,1,2018,NA,NA,NA
"9149",233,"a0900067000121848  ",NA,0,9,NA,97,NA,13,NA,17552,1,2018,NA,NA,NA
"9213",297,"a0900067000122225  ",NA,0,23,NA,105,NA,13,NA,17555,1,2018,NA,NA,NA
"9231",315,"a0900067000122273  ",-13,1,16,3,106,113,13,55,17550,1,2018,17605,3,2018
"9240",324,"a0900067000122312  ",NA,0,14,NA,133,NA,13,NA,17550,1,2018,NA,NA,NA
"9252",336,"a0900067000122346  ",NA,0,14,NA,135,NA,13,NA,17550,1,2018,NA,NA,NA
"9265",349,"a0900067000122375  ",NA,0,21,NA,115,NA,13,NA,17555,1,2018,NA,NA,NA
"9303",387,"a0900067000122490  ",NA,0,7,NA,96,NA,13,NA,17552,1,2018,NA,NA,NA
"9304",388,"a0900067000122493  ",0,1,7,7,110,112,13,53,17552,1,2018,17605,3,2018
"9308",392,"a0900067000122501  ",NA,0,6,NA,117,NA,13,NA,17552,1,2018,NA,NA,NA
"9311",395,"a0900067000122507  ",-4,1,7,3,140,142,13,53,17552,1,2018,17605,3,2018
"9347",431,"a0900067000122678  ",NA,0,23,NA,110,NA,13,NA,17555,1,2018,NA,NA,NA
"9356",440,"a0900067000125062  ",0,1,7,7,104,106,13,53,17552,1,2018,17605,3,2018
"9364",448,"a0900067000125079  ",NA,0,7,NA,111,NA,13,NA,17552,1,2018,NA,NA,NA
"9373",457,"a0900067000125147  ",0,1,23,23,111,113,13,49,17555,1,2018,17604,3,2018
"9375",459,"a0900067000125164  ",-1,1,23,22,109,105,13,49,17555,1,2018,17604,3,2018
"9389",473,"a0900067000125320  ",NA,0,16,NA,129,NA,13,NA,17550,1,2018,NA,NA,NA
"9398",482,"a0900067000125484  ",0,1,7,7,122,124,13,53,17552,1,2018,17605,3,2018
"9429",513,"a0900067000125629  ",0,1,24,24,94,99,13,49,17555,1,2018,17604,3,2018
"9451",535,"a0900067000125705  ",0,1,9,9,93,96,13,51,17552,1,2018,17603,3,2018
"9455",539,"a0900067000125712  ",NA,0,7,NA,148,NA,13,NA,17552,1,2018,NA,NA,NA
"9461",545,"a0900067000125745  ",0,1,7,7,101,103,13,53,17552,1,2018,17605,3,2018
"9467",551,"a0900067000125752  ",0,1,6,6,101,107,13,53,17552,1,2018,17605,3,2018
"9471",555,"a0900067000125770  ",NA,0,7,NA,135,NA,13,NA,17552,1,2018,NA,NA,NA
"9484",568,"a0900067000125892  ",0,1,18,18,108,109,13,54,17550,1,2018,17604,3,2018
"9487",571,"a0900067000125894  ",NA,0,4,NA,104,NA,13,NA,17552,1,2018,NA,NA,NA
"9492",576,"a0900067000125912  ",NA,0,7,NA,107,NA,13,NA,17552,1,2018,NA,NA,NA
"9510",594,"a0900067000125955  ",NA,0,19,NA,102,NA,13,NA,17550,1,2018,NA,NA,NA
"9513",597,"a0900067000125971  ",0,1,4,4,101,104,13,53,17552,1,2018,17605,3,2018
"9560",644,"a0982000403060394  ",2,1,4,6,130,125,13,53,17552,1,2018,17605,3,2018
"9601",685,"a0982000407050246  ",NA,0,7,NA,153,NA,13,NA,17552,1,2018,NA,NA,NA
"9612",696,"a0982000407050353  ",NA,0,7,NA,163,NA,13,NA,17552,1,2018,NA,NA,NA
"9614",698,"a0982000407050602  ",NA,0,21,NA,139,NA,13,NA,17555,1,2018,NA,NA,NA
"9629",713,"a0982000407063248  ",NA,0,7,NA,157,NA,13,NA,17552,1,2018,NA,NA,NA
"9651",735,"a0982000407069458  ",NA,0,14,NA,146,NA,13,NA,17550,1,2018,NA,NA,NA
"9659",743,"a0982000407069641  ",NA,0,23,NA,134,NA,13,NA,17555,1,2018,NA,NA,NA
